;tweetid;stance;emotions;emotion_intensity
1013;1499986152211697667;deny;[1, 0, 1, 0, 0, 1, 1, 0];[0.297, 0.0, 0.36700000000000005, 0.0, 0.0, 0.406, 0.45299999999999996, 0.0]
1014;1422673753171918848;ambiguous;[1, 1, 1, 1, 0, 1, 1, 0];[0.574, 0.39799999999999996, 0.6559999999999999, 1.041, 0.0, 0.915, 0.578, 0.0]
1015;1517182725723082755;deny;[1, 1, 1, 1, 1, 1, 1, 0];[0.297, 0.25, 0.36700000000000005, 0.422, 0.409, 0.406, 0.8049999999999999, 0.0]
1016;1422862390098546693;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.954]
1017;1423933881221369860;ambiguous;[0, 1, 0, 1, 1, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.198, 0.797, 0.0, 0.21899999999999997, 0.617]
1018;1428450625323507715;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.172, 0.0, 0.0, 0.0]
1019;1423377135528464388;ambiguous;[1, 1, 1, 1, 1, 1, 1, 1];[0.721, 1.5940000000000003, 0.508, 0.875, 0.242, 0.758, 0.812, 1.851]
1020;1425085792951623688;ambiguous;[1, 1, 0, 1, 1, 1, 1, 1];[0.39799999999999996, 1.3860000000000001, 0.0, 0.568, 0.312, 0.42200000000000004, 0.22699999999999998, 0.391]
1021;1424766189683740682;ambiguous;[0, 0, 0, 1, 1, 1, 0, 0];[0.0, 0.0, 0.0, 0.531, 0.8280000000000001, 0.703, 0.0, 0.0]
1022;1424723359879909381;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0]
1023;1522765331009196033;deny;[0, 0, 0, 1, 1, 1, 0, 0];[0.0, 0.0, 0.0, 0.396, 0.43799999999999994, 0.45299999999999996, 0.0, 0.0]
1024;1424356737633632256;believe;[0, 0, 0, 1, 0, 1, 1, 1];[0.0, 0.0, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.445]
1025;1426431721457819651;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
1026;1433381426926432261;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 1.4849999999999999, 0.0, 0.6409999999999999, 1.226, 0.0]
1027;1440089163668262912;believe;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 1.062, 0.0, 0.0, 0.661, 0.0, 0.0, 0.633]
1028;1427147760646639617;believe;[0, 1, 0, 1, 1, 0, 0, 0];[0.0, 0.516, 0.0, 0.198, 0.258, 0.0, 0.0, 0.0]
1029;1435618502988242946;believe;[1, 1, 0, 0, 0, 0, 1, 1];[0.721, 0.57, 0.0, 0.0, 0.0, 0.0, 0.961, 0.43]
1030;1428277043947524101;ambiguous;[0, 1, 0, 0, 1, 0, 0, 0];[0.0, 0.406, 0.0, 0.0, 0.469, 0.0, 0.0, 0.0]
1031;1427930619879718913;believe;[1, 1, 0, 1, 0, 1, 0, 0];[0.23399999999999999, 0.38299999999999995, 0.0, 0.531, 0.0, 0.6409999999999999, 0.0, 0.0]
1032;1478494282927554563;deny;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 1.376]
1033;1428309353979801600;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.0, 0.0, 0.0, 0.195, 0.695]
1034;1558902865309143040;deny;[1, 1, 0, 0, 0, 0, 1, 0];[0.5429999999999999, 0.586, 0.0, 0.0, 0.0, 0.0, 0.203, 0.0]
1035;1429712060494098435;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.414]
1036;1421730006741536771;believe;[0, 1, 0, 0, 1, 1, 1, 1];[0.0, 1.312, 0.0, 0.0, 2.2169999999999996, 0.016, 0.266, 0.727]
1037;1423374462473416706;believe;[1, 1, 0, 0, 0, 0, 0, 0];[0.235, 0.648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1038;1425231671691931648;believe;[1, 0, 0, 1, 0, 1, 0, 0];[1.3290000000000002, 0.0, 0.0, 0.8440000000000001, 0.0, 0.7340000000000001, 0.0, 0.0]
1039;1501235601261088774;deny;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1040;1425490032002060294;believe;[1, 0, 0, 0, 0, 0, 1, 0];[0.578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.609, 0.0]
1041;1434840656048967683;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
1042;1429883098825728000;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 1.4799999999999998, 0.0, 0.812, 1.2819999999999998, 0.0]
1043;1425567423118417932;ambiguous;[0, 1, 0, 1, 1, 0, 0, 1];[0.0, 0.5, 0.0, 0.125, 0.559, 0.0, 0.0, 0.968]
1044;1421838906207637511;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.664]
1045;1425204600684957696;believe;[1, 0, 0, 0, 1, 0, 0, 1];[0.529, 0.0, 0.0, 0.0, 1.279, 0.0, 0.0, 0.484]
1046;1426424219492130819;believe;[0, 0, 0, 1, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.7659999999999999, 0.812, 0.0, 0.0, 1.906]
1047;1421615242870546434;ambiguous;[0, 1, 0, 1, 1, 0, 1, 1];[0.0, 0.695, 0.0, 0.188, 0.375, 0.0, 0.375, 0.35200000000000004]
1048;1426098707368456193;believe;[0, 1, 0, 1, 0, 1, 1, 0];[0.0, 0.516, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
1049;1426256386371907585;believe;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.414, 0.0, 0.0, 0.469, 0.0, 0.0, 0.36700000000000005]
1050;1424666960155971586;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.396, 0.0, 0.0, 0.0, 0.0]
1051;1425894120296370180;ambiguous;[0, 1, 0, 0, 1, 1, 1, 1];[0.0, 0.562, 0.0, 0.0, 1.029, 0.142, 0.242, 0.547]
1052;1431464288581939202;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
1053;1424804890463846404;believe;[0, 1, 0, 1, 0, 0, 1, 0];[0.0, 0.727, 0.0, 0.45, 0.0, 0.0, 0.695, 0.0]
1054;1430476950842249220;ambiguous;[0, 0, 1, 1, 0, 1, 0, 0];[0.0, 0.0, 0.42200000000000004, 0.703, 0.0, 0.469, 0.0, 0.0]
1055;1427803588739452930;believe;[1, 0, 1, 1, 0, 1, 0, 0];[1.0939999999999999, 0.0, 0.359, 0.531, 0.0, 1.0, 0.0, 0.0]
1056;1425988957150621696;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.518, 0.0, 0.0, 0.0, 0.0]
1057;1568175462333186050;deny;[1, 0, 1, 0, 0, 0, 1, 0];[1.359, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
1058;1489172197314859012;deny;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1059;1501438663573614593;deny;[1, 0, 1, 0, 1, 1, 1, 1];[0.297, 0.0, 0.36700000000000005, 0.0, 0.42200000000000004, 0.406, 0.45299999999999996, 0.672]
1060;1421767661139095558;ambiguous;[1, 0, 1, 1, 0, 1, 0, 0];[0.636, 0.0, 1.258, 2.38, 0.0, 1.37, 0.0, 0.0]
1061;1429752518922407938;believe;[1, 1, 1, 1, 0, 1, 1, 1];[0.809, 1.8050000000000002, 0.664, 0.828, 0.0, 0.6380000000000001, 0.562, 1.758]
1062;1424923953412206599;ambiguous;[1, 1, 0, 1, 1, 1, 1, 1];[0.324, 0.38299999999999995, 0.0, 0.578, 0.106, 0.688, 0.281, 0.781]
1063;1584444177290780674;deny;[1, 0, 0, 0, 0, 0, 0, 0];[0.39399999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1064;1421378350615076864;believe;[0, 1, 0, 1, 1, 0, 0, 1];[0.0, 0.516, 0.0, 0.198, 0.258, 0.0, 0.0, 0.68]
1065;1588843684594077697;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.78, 0.0, 2.1559999999999997, 0.0, 0.0, 0.0, 0.0, 0.0]
1066;1425941430430801930;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.0]
1067;1428166512485933058;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.0, 0.0, 0.0, 0.281, 0.414]
1068;1425618649667223558;believe;[1, 0, 1, 1, 0, 1, 0, 0];[0.22699999999999998, 0.0, 0.5, 0.45299999999999996, 0.0, 0.484, 0.0, 0.0]
1069;1423763217080217600;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0, 0.0]
1070;1430404404621062148;ambiguous;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.35200000000000004, 0.0, 0.0, 0.0, 0.0, 0.0]
1071;1422978408452067330;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39799999999999996]
1072;1437099665254715393;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.18, 0.0, 0.0, 0.0, 0.562]
1073;1426093940755734533;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.39799999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.469]
1074;1427745977545502726;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.633]
1075;1422162576385970178;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.547]
1076;1430083384936591363;ambiguous;[0, 1, 0, 1, 0, 0, 0, 1];[0.0, 0.859, 0.0, 0.203, 0.0, 0.0, 0.0, 0.32]
1077;1570099047687487490;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
1078;1436157848145342469;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 1.2730000000000001, 0.0, 0.0, 0.0, 0.0, 0.36700000000000005, 1.1640000000000001]
1079;1426978892741492741;believe;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.43799999999999994, 0.0, 0.0, 0.0, 0.0, 0.0]
1080;1592261633757544448;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
1081;1423237003416510469;ambiguous;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.172, 0.0, 0.0, 0.484]
1082;1432751359279779842;believe;[0, 1, 0, 1, 0, 1, 0, 1];[0.0, 0.406, 0.0, 2.001, 0.0, 0.7350000000000001, 0.0, 1.5849999999999997]
1083;1423753361128574977;believe;[1, 0, 1, 1, 0, 0, 1, 0];[1.0779999999999998, 0.0, 0.359, 0.984, 0.0, 0.0, 0.648, 0.0]
1084;1427873872062423040;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 1.4849999999999999, 0.0, 0.6409999999999999, 0.828, 0.0]
1085;1565063575810482176;deny;[0, 0, 1, 0, 0, 0, 1, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.45299999999999996, 0.0]
1086;1426083915752689668;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.789]
1087;1422090116034490371;ambiguous;[0, 0, 0, 0, 0, 1, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.625, 0.0, 0.68]
1088;1431818198458982400;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.562]
1089;1425962002938216449;ambiguous;[1, 1, 0, 1, 0, 1, 0, 1];[0.561, 0.867, 0.0, 0.688, 0.0, 0.688, 0.0, 0.664]
1090;1424724682771677184;believe;[0, 1, 0, 1, 1, 0, 1, 0];[0.0, 1.4609999999999999, 0.0, 0.062, 0.447, 0.0, 0.344, 0.0]
1091;1421665050582990854;ambiguous;[0, 0, 1, 0, 1, 0, 1, 1];[0.0, 0.0, 0.16399999999999998, 0.0, 0.409, 0.0, 0.297, 1.0710000000000002]
1092;1436051996277096450;believe;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1093;1422640703788756996;believe;[0, 0, 0, 1, 0, 1, 0, 1];[0.0, 0.0, 0.0, 0.747, 0.0, 0.7190000000000001, 0.0, 0.43]
1094;1425932606756032512;ambiguous;[0, 1, 0, 0, 0, 0, 0, 0];[0.0, 1.047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1095;1420757506331185154;believe;[0, 0, 0, 0, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.516, 0.0, 0.0, 0.672]
1096;1574597513763606529;deny;[1, 0, 1, 0, 0, 0, 0, 0];[1.641, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
1097;1518238557659312130;deny;[0, 1, 0, 0, 0, 0, 1, 0];[0.0, 0.562, 0.0, 0.0, 0.0, 0.0, 0.258, 0.0]
1098;1422965887594811401;believe;[0, 1, 0, 1, 1, 0, 1, 1];[0.0, 0.5, 0.0, 0.636, 0.6990000000000001, 0.0, 0.102, 0.359]
1099;1434868070405709824;believe;[1, 1, 1, 0, 0, 0, 1, 1];[0.0, 0.22699999999999998, 0.039, 0.0, 0.0, 0.0, 0.078, 0.406]
1100;1427615860588417036;ambiguous;[0, 1, 1, 0, 1, 0, 0, 1];[0.0, 1.046, 0.68, 0.0, 0.5, 0.0, 0.0, 0.617]
1101;1437079671485648902;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.508]
1102;1433418297366786051;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.875]
1103;1434489245348024321;believe;[0, 1, 0, 0, 0, 0, 1, 1];[0.0, 0.754, 0.0, 0.0, 0.0, 0.0, 0.22699999999999998, 1.227]
1104;1430115273974165532;believe;[0, 1, 0, 1, 0, 0, 0, 0];[0.0, 0.35200000000000004, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
1105;1557381388180959234;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]
1106;1429347262237396999;ambiguous;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 1.321]
1107;1426459296406114312;believe;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 1.195, 0.0, 0.0, 1.553, 0.0, 0.23399999999999999, 1.258]
1108;1427273811448238085;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.344]
1109;1424747516097175557;believe;[0, 0, 0, 1, 0, 0, 1, 1];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.695, 0.47700000000000004]
1110;1425667590068719620;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.523, 0.0, 0.0, 0.466, 0.0, 0.0, 0.484]
1111;1433995551654117380;believe;[1, 0, 1, 1, 0, 1, 0, 0];[0.672, 0.0, 0.703, 0.466, 0.0, 0.484, 0.0, 0.0]
1112;1423347095793278976;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.68]
1113;1577776223299653634;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.371, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
1114;1591193343379349513;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.36700000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
1115;1433867310134083587;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.484]
1116;1423277381289070598;ambiguous;[0, 0, 0, 1, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.7659999999999999, 0.0, 0.0, 0.516, 0.0]
1117;1427122758165712897;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42200000000000004]
1118;1427987634740252677;ambiguous;[0, 0, 1, 0, 0, 0, 0, 1];[0.0, 0.0, 0.266, 0.0, 0.0, 0.0, 0.0, 0.508]
1119;1430288018993152005;ambiguous;[1, 1, 0, 0, 0, 1, 1, 1];[0.045, 0.547, 0.0, 0.0, 0.0, 0.031, 0.125, 0.9610000000000001]
1120;1428552433131823106;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 1.0939999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.484]
1121;1426665193497501697;believe;[0, 0, 1, 1, 0, 1, 0, 0];[0.0, 0.0, 0.39799999999999996, 0.578, 0.0, 0.812, 0.0, 0.0]
1122;1421149311291863041;believe;[0, 0, 0, 1, 1, 1, 1, 0];[0.0, 0.0, 0.0, 1.735, 0.271, 0.6409999999999999, 0.828, 0.0]
1123;1436827252587732996;believe;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.516]
1124;1436366746496155649;believe;[1, 1, 0, 0, 0, 1, 1, 1];[0.43899999999999995, 0.547, 0.0, 0.0, 0.0, 0.031, 0.125, 2.97]
1125;1426686728635572228;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.7659999999999999, 0.0, 0.0, 0.0, 0.609]
1126;1422280979134091266;ambiguous;[1, 0, 0, 1, 0, 1, 0, 0];[0.667, 0.0, 0.0, 0.917, 0.0, 0.125, 0.0, 0.0]
1127;1422724002351562755;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
1128;1598365461754048514;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.8280000000000001, 0.0, 0.0, 0.0, 0.0, 0.0]
1129;1432810726721310730;believe;[0, 0, 0, 1, 0, 1, 1, 0];[0.0, 0.0, 0.0, 0.7190000000000001, 0.0, 0.6409999999999999, 0.828, 0.0]
1130;1425931264104833028;believe;[0, 0, 0, 0, 0, 1, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.142, 0.0, 0.0]
1131;1428652968174407680;believe;[1, 0, 1, 1, 0, 1, 0, 1];[0.25, 0.0, 0.35200000000000004, 0.9069999999999999, 0.0, 0.529, 0.0, 0.461]
1132;1439164670888271874;ambiguous;[0, 0, 0, 1, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.964, 0.688, 0.0, 0.0, 1.0390000000000001]
1133;1426211349286199299;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
1134;1427687029106778114;believe;[1, 1, 0, 0, 0, 0, 0, 1];[0.182, 0.445, 0.0, 0.0, 0.0, 0.0, 0.0, 1.75]
1135;1506957437408104452;deny;[0, 0, 0, 1, 1, 0, 0, 1];[0.0, 0.0, 0.0, 0.964, 0.5720000000000001, 0.0, 0.0, 0.414]
1136;1424944436983721984;ambiguous;[0, 0, 0, 0, 0, 0, 1, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.758, 0.0]
1137;1423671805378633733;ambiguous;[1, 1, 0, 0, 0, 0, 1, 0];[0.545, 0.516, 0.0, 0.0, 0.0, 0.0, 0.602, 0.0]
1138;1424008997590417410;ambiguous;[1, 1, 0, 0, 1, 0, 1, 1];[0.07400000000000001, 0.586, 0.0, 0.0, 0.531, 0.0, 0.203, 1.5310000000000001]
1139;1422537189171240962;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
1140;1425654941763309569;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.625]
1141;1426760786173521927;ambiguous;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.198, 0.0, 0.0, 0.0, 0.0]
1142;1429885839610302464;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.68]
1143;1434023256730652674;believe;[0, 0, 1, 1, 0, 0, 0, 0];[0.0, 0.0, 1.032, 3.861999999999999, 0.0, 0.0, 0.0, 0.0]
1144;1426831063784071175;ambiguous;[1, 1, 0, 1, 1, 0, 1, 1];[0.045, 1.0470000000000002, 0.0, 0.062, 1.1629999999999998, 0.0, 0.172, 1.086]
1145;1433535755318554657;believe;[0, 1, 1, 0, 0, 1, 1, 1];[0.0, 0.8590000000000001, 0.312, 0.0, 0.0, 0.516, 0.625, 0.45299999999999996]
1146;1436437857518903296;believe;[1, 1, 1, 0, 0, 1, 0, 1];[0.102, 1.117, 0.695, 0.0, 0.0, 0.348, 0.0, 0.516]
1147;1421840257859964934;believe;[1, 0, 1, 1, 0, 1, 1, 1];[0.609, 0.0, 0.359, 2.5620000000000003, 0.0, 0.6409999999999999, 0.828, 0.86]
1148;1424330800321925120;believe;[0, 1, 0, 1, 1, 0, 0, 1];[0.0, 1.047, 0.0, 0.203, 1.403, 0.0, 0.0, 0.391]
1149;1424452306603581441;ambiguous;[1, 1, 1, 1, 1, 1, 1, 1];[0.749, 1.203, 0.97, 1.234, 0.359, 1.4380000000000002, 0.359, 0.518]
1150;1425979345605054469;ambiguous;[0, 0, 0, 1, 1, 1, 0, 1];[0.0, 0.0, 0.0, 0.484, 0.13699999999999998, 0.853, 0.0, 0.359]
1151;1429780283100827650;believe;[1, 1, 1, 1, 0, 1, 1, 1];[0.75, 0.6809999999999999, 0.7729999999999999, 1.121, 0.0, 0.7190000000000001, 0.976, 1.218]
1152;1424893256408596482;believe;[0, 0, 1, 1, 1, 1, 0, 1];[0.0, 0.0, 0.39799999999999996, 0.875, 0.391, 0.812, 0.0, 1.047]
1153;1430640981175644164;believe;[0, 1, 1, 1, 0, 1, 1, 1];[0.0, 0.312, 0.45299999999999996, 1.073, 0.0, 0.609, 0.664, 0.281]
1154;1430786330758422528;believe;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47700000000000004]
1155;1433811092292050946;believe;[1, 1, 0, 1, 0, 0, 1, 1];[0.045, 0.49200000000000005, 0.0, 0.062, 0.0, 0.0, 0.172, 0.484]
1156;1433867394007683077;believe;[0, 0, 0, 1, 0, 0, 0, 0];[0.0, 0.0, 0.0, 2.266, 0.0, 0.0, 0.0, 0.0]
1157;1510071131218366464;deny;[1, 0, 1, 1, 0, 1, 1, 1];[0.297, 0.0, 0.8590000000000001, 0.396, 0.0, 0.406, 0.45299999999999996, 0.6409999999999999]
1158;1425843220836196364;believe;[0, 0, 0, 0, 1, 1, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.375, 0.25, 0.0, 0.0]
1159;1440397941588463616;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.354, 0.0, 0.0, 0.0, 1.518]
1160;1552431079709184010;deny;[1, 0, 1, 0, 0, 1, 1, 0];[0.297, 0.0, 0.36700000000000005, 0.0, 0.0, 0.406, 0.45299999999999996, 0.0]
1161;1425628412568391684;believe;[0, 0, 0, 1, 1, 1, 1, 1];[0.0, 0.0, 0.0, 0.7190000000000001, 0.922, 0.6409999999999999, 0.828, 0.672]
1162;1423524461077307393;ambiguous;[0, 1, 0, 0, 1, 0, 0, 1];[0.0, 0.688, 0.0, 0.0, 0.28600000000000003, 0.0, 0.0, 0.406]
1163;1428198858799165440;believe;[1, 1, 0, 1, 0, 0, 1, 0];[0.045, 1.6630000000000003, 0.0, 0.26, 0.0, 0.0, 0.172, 0.0]
1164;1425958543451062273;ambiguous;[0, 0, 0, 0, 1, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 1.02, 0.0, 0.0, 0.0]
1165;1424833263407861763;ambiguous;[1, 0, 0, 1, 0, 1, 0, 1];[0.735, 0.0, 0.0, 0.609, 0.0, 0.295, 0.0, 0.406]
1166;1429647939727548419;ambiguous;[0, 1, 0, 0, 0, 0, 0, 1];[0.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0859999999999999]
1167;1426906526900494337;ambiguous;[0, 0, 0, 0, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.469]
1168;1424631944420208643;believe;[0, 1, 1, 0, 1, 0, 0, 1];[0.0, 0.555, 0.68, 0.0, 1.3319999999999999, 0.0, 0.0, 0.609]
1169;1422709611182833666;ambiguous;[0, 0, 0, 1, 0, 1, 0, 0];[0.0, 0.0, 0.0, 0.9620000000000001, 0.0, 0.797, 0.0, 0.0]
1170;1430755301012148224;ambiguous;[0, 1, 0, 1, 0, 0, 1, 0];[0.0, 0.594, 0.0, 0.125, 0.0, 0.0, 0.242, 0.0]
1171;1421057728215126022;ambiguous;[0, 0, 0, 1, 1, 1, 1, 1];[0.0, 0.0, 0.0, 0.7190000000000001, 0.563, 0.6409999999999999, 0.828, 0.688]
1172;1420984811800330242;ambiguous;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.0, 0.547, 0.0, 0.21899999999999997, 0.617]
1173;1594511123356987392;deny;[1, 0, 1, 0, 0, 0, 0, 0];[0.43799999999999994, 0.0, 0.5940000000000001, 0.0, 0.0, 0.0, 0.0, 0.0]
1174;1428765018942812165;ambiguous;[0, 0, 0, 0, 0, 0, 1, 1];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.156, 0.727]
1175;1556399319955263489;deny;[0, 0, 1, 0, 0, 0, 0, 0];[0.0, 0.0, 0.49200000000000005, 0.0, 0.0, 0.0, 0.0, 0.0]
1176;1429749481562595334;believe;[0, 0, 0, 1, 0, 0, 0, 1];[0.0, 0.0, 0.0, 0.359, 0.0, 0.0, 0.0, 0.359]
1177;1426163014127034370;believe;[0, 1, 0, 0, 1, 0, 1, 1];[0.0, 0.38299999999999995, 0.0, 0.0, 0.547, 0.0, 0.21899999999999997, 1.461]
1178;1427160541013839874;believe;[1, 1, 1, 1, 1, 0, 0, 1];[0.424, 0.47700000000000004, 0.102, 0.312, 0.516, 0.0, 0.0, 0.523]
